Brand,Date,District,Engine_capacity,Engine_power,From_who,Fuel_type,Gear_type,Kilometer,Model,Model_year,Price,Title,Variant
Ford,15/02/2021,Bağcılar/Bağcılar,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,105000,Focus,2017,203900,İLK ELDEN 2017 MODEL BOYASIZ 1.5 TDCİ OTOMATIK 105 BIN KM DE Ford Focus 1.5 TDCi Style,1.5 TDCi Style
Ford,15/02/2021,Sultanbeyli/Merkez,1801-2000 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,332000,Mondeo,2006,57000,2006 MODEL DİZEL MONDEO Ford Mondeo 2.0 TDCi Trend,2.0 TDCi Trend
Ford,15/02/2021,Şehitkamil/Merve,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,152000,Focus,2017,177500,2017MD FORD FOCUS OTOMATİK BOYASIZ HATASIZ GÖRÜLMEYE DEGER ARAÇ. Ford Focus 1.5 TDCi Trend X,1.5 TDCi Trend X
Ford,15/02/2021,Seyhan/Yeşiloba,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,117000,Focus,2013,148950,01SEYMEN AUTO DAN HATASIZ BOYASIZ Ford Focus 1.6 TDCi Trend X,1.6 TDCi Trend X
Ford,15/02/2021,Bağcılar/Bağcılar,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,78000,Focus,2019,277750,BOYASIZ JOYSTİCK  1.94 VADE  35PEŞİN 48 AY SENETLE DÜZGÜNTİCARET Ford Focus 1.5 TDCi Titanium,1.5 TDCi Titanium
Ford,15/02/2021,Antakya/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,164400,Fiesta,2016,97900,2016 FİESTA 1.5 DİZEL Ford Fiesta 1.5 TDCi Trend X,1.5 TDCi Trend X
Ford,15/02/2021,Antakya/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,202000,Focus,2006,68900,2006 FORD FOCUS DİZEL 202000 KM Ford Focus 1.6 TDCi Trend,1.6 TDCi Trend
Ford,15/02/2021,Buca/Buca,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,166750,Focus,2001,66900,2001 FORD FOCUS 167000 KM DE 1 6 AMBİENTE Ford Focus 1.6 Ambiente,1.6 Ambiente
Ford,15/02/2021,Buca/Buca,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,102700,Focus,2017,209000,2017 Model Yetkili Servis Bakımlı Focus Titanium Ford Focus 1.5 TDCi Titanium,1.5 TDCi Titanium
Ford,15/02/2021,Çorum/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,250000,Focus,2004,78000,KAZASIZ DEGİŞENSİZ KURUŞ MASRAFSIZ ABS KLİMA ELK. AYNA VE CAMLAR Ford Focus 1.6 Comfort,1.6 Comfort
Ford,15/02/2021,Sancaktepe/Eyüpsultan,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,77000,Focus,2018,180750,2018  BOYASIZ  HATASIZ  FOCUS  1 5 TDCİ  TREND X  120 HP Ford Focus 1.5 TDCi Trend X,1.5 TDCi Trend X
Ford,15/02/2021,Bağlar/Alipınar,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,170000,Focus,2016,182000,2016 MODEL FOCUS HATASIZ TİTANYUM Ford Focus 1.5 TDCi Titanium,1.5 TDCi Titanium
Ford,15/02/2021,Şehitkamil/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,145000,Focus,2014,145000,Temiz düşük kilometre focus Ford Focus 1.6 TDCi Trend X,1.6 TDCi Trend X
Ford,15/02/2021,Antakya/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,182000,Focus,2011,107900,BOYASIZ HATASIZ 110 LUK HIZ SABİTLEMELİ SEDAN Ford Focus 1.6 TDCi Trend X,1.6 TDCi Trend X
Ford,15/02/2021,Antakya/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,31000,Kuga,2017,235900,CAM TAVANLI BEYAZ 30.000 KM DE TİTANİUM Ford Kuga 1.5 TDCI Titanium,1.5 TDCI Titanium
Ford,15/02/2021,Silopi/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,249000,Focus,2006,78000,2006 MODEL 110 HP 1.6 DİZEL MÜKEMMEL TEMİZLİKTE Ford Focus 1.6 TDCi Trend,1.6 TDCi Trend
Ford,15/02/2021,Gönen/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,60000,Focus,2016,176750,YANAR AUTO DAN HATASIZ DÜŞÜK KM OTOMATİK FOCUS TREND X Ford Focus 1.5 TDCi Trend X,1.5 TDCi Trend X
Ford,15/02/2021,Seyhan/Yeşiloba,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,0,Focus,2020,275900,Ç2İKİNCİELOTOMOBİLİM DEN50.000TL PEŞİNAT İLE 2020 FORD OTOMATİK Ford Focus 1.5 TDCi Trend X,1.5 TDCi Trend X
Ford,15/02/2021,Merkez/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,104000,Focus,2017,175000,BAŞARI DAN 2017 BOYASIZ 104 BİNDE FOCUS 1.6 TDCİ TREND-X Ford Focus 1.6 TDCi Trend X,1.6 TDCi Trend X
Ford,15/02/2021,Merkez/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,153000,Focus,2011,110000,BAŞARIDAN  DÜŞÜK KM  2011 153 BİNDE FORD FOCUS 1.6 TDCİ TREND X Ford Focus 1.6 TDCi Trend X,1.6 TDCi Trend X
Ford,15/02/2021,Soma/Soma,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,77000,Fiesta,2009,89000,2009FORD FİESTA 1.4 COLLECTİON LPGLİ 77 BİNDE DEĞİŞENSİZ HATASIZ Ford Fiesta 1.4 Collection,1.4 Collection
Ford,15/02/2021,Soma/Soma,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Düz Vites,45000,Focus,2017,185000,2017 FORD FOCUS 1.6Tİ-VCT STYLE SEDAN GÜMÜŞ 45 KM BOYASIZZ Ford Focus 1.6 Ti-VCT Style,1.6 Ti-VCT Style
Ford,15/02/2021,Soma/Soma,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,96000,Focus,2013,153000,2013 FORD FOCUS 1.6 TDCİ TREND-X 96 BİNDE BOYASIZ HATASIZ Ford Focus 1.6 TDCi Trend X,1.6 TDCi Trend X
Ford,15/02/2021,Pendik/Yenişehir,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Yarı Otomatik Vites,148000,Fiesta,2013,137900,HATASIZ BOYASIZ DEĞİŞENSİZ HASAR KAYITSIZ FULL ORJİNAL ....     Ford Fiesta 1.6 Titanium,1.6 Titanium
Ford,15/02/2021,Pendik/Yenişehir,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,147000,Fiesta,2014,111950,HATASIZ BOYASIZ HASAR KAYITSIZ FUL ORJİNAL BAKMADAN GEÇME ..    Ford Fiesta 1.5 TDCi Trend,1.5 TDCi Trend
Ford,15/02/2021,Bağcılar/Bağcılar,2001-2500 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,135000,Ranger,2015,231750,DS CAR DAN 2015 MODEL FORD RANGER 2 2 TDCİ XLT HATASIZ BOYASIZ Ford Ranger 2.2 TDCi XLT,2.2 TDCi XLT
Ford,15/02/2021,Torbalı/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,175000,Focus,2016,155000,2016 MODEL 1.6 TDCİ TİTANUM X Ford Focus 1.6 TDCi Trend X,1.6 TDCi Trend X
Ford,15/02/2021,Kepez/Erenköy,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,279000,Focus,2000,58900,2000 MODEL GİHA LPĞ İŞLİ SORUNSUZ Ford Focus 1.6 Ghia,1.6 Ghia
Ford,15/02/2021,Akyurt/Akyurt,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,299000,Fiesta,2005,57900,ceylın Otomotiv den masrafsız pırıl pırıl Ford Fiesta 1.4 TDCi Comfort,1.4 TDCi Comfort
Ford,15/02/2021,Akyurt/Akyurt,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,247000,Fiesta,2007,61250,ceylın Otomotiv den masrafsız orijinal pırıl pırıl Ford Fiesta 1.4 TDCi Comfort,1.4 TDCi Comfort
Ford,15/02/2021,,1300 cc ve altı,Bilmiyorum,Galeriden,Benzin,Otomatik Vites,0,Puma,2020,245000,YAŞAR DAN 2020 FORD PUMA 1.0 ECOBOOST STYLE CONFORD PAKET SIFIR Ford Puma 1.0 EcoBoost Style,Diğer
Ford,15/02/2021,Akyurt/Merkez,2001-2500 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,140000,Ranger,2017,258750,İSKİTLER OTODAN HATASIZ4x4 XLT OTOM 2017 FORT RANGER YENİ KASA Ford Ranger 2.2 TDCi XLT,2.2 TDCi XLT
Ford,15/02/2021,Melikgazi/Merkez,2001-2500 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,102000,Ranger,2015,282000,2015 OFF-ROAD DONANIMLI 2.2 DİZEL OTOMATİK RANGER BOL EKSTRALI Ford Ranger 2.2 TDCi XLT,2.2 TDCi XLT
Ford,15/02/2021,Akhisar/Akhısar,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,275000,Fiesta,2006,69500,BAYAR-OTOMOTİV DE FORD FESTA 1.4 comfort DİZEL Ford Fiesta 1.4 TDCi Comfort,1.4 TDCi Comfort
Ford,15/02/2021,Akyurt/Akyurt,1300 cc ve altı,Bilmiyorum,Galeriden,Benzin,Otomatik Vites,15800,Mustang,1969,1150000,POWERTECH 1969 MUSTANG 351 CU WİNDSOR GRANDE Ford Mustang,Diğer
Ford,15/02/2021,Karasu/Karasu,1300 cc ve altı,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,88000,Diğer,1980,65000,1980 Model Ford Granada Ford Ford Granada,Diğer
Ford,15/02/2021,Karasu/Karasu,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,140544,Focus,2017,185000,2017 Model Ford Focus 1.5 TDCİ Trend X Ford Focus 1.5 TDCi Trend X,1.5 TDCi Trend X
Ford,15/02/2021,,1300 cc ve altı,Bilmiyorum,Galeriden,Benzin,Düz Vites,13300,Fiesta,2019,159750,TASA OTOMOTİVDEN SATILIK FORT FİESTA 1.1.TRENT HATASIZ Ford Fiesta 1.1 Trend,1.1 Trend
Ford,15/02/2021,Esenyurt/Esenyurt,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,142000,Fiesta,2006,72500,EZHAN AUTO DAN 2006 MODEL FORD FİESTA 142.000 KM DE Ford Fiesta 1.4 TDCi Comfort,1.4 TDCi Comfort
Ford,15/02/2021,Sancaktepe/Samandıra,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,114000,Fiesta,2014,107900,2014 FİESTA 1.5 TDCİ DİZEL TREND X ESP 114.000km de Ford Fiesta 1.5 TDCi Trend X,1.5 TDCi Trend X
Ford,15/02/2021,Buca/Buca,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,79500,Focus,2018,192000,TERTEMÎZ GERİ GÖRÜŞ 4K OYNATICI DABUL EKRAN SONY GÖGÜSLÜK Ford Focus 1.5 TDCi Trend X,1.5 TDCi Trend X
Ford,15/02/2021,,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,91000,Focus,2016,147500,2016 MODEL HENÜZ 90000 KM DE DİZEL MANUEL FORD FOCUS SEDAN Ford Focus 1.6 TDCi Trend X,1.6 TDCi Trend X
Ford,15/02/2021,Maltepe/Zümrütevler,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,159000,Focus,2016,145000,FIRSAT ARACI 2016 1.5 DİZEL OTOMOTİK YETKİLİ SERVİS BAKIMLI   Ford Focus 1.5 TDCi Trend X,1.5 TDCi Trend X
Ford,15/02/2021,Seyhan,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,91000,Fiesta,2005,65750,2005 HASAR KAYITSIZ OTOMOTİK VİTES UYGUN FİYAT Ford Fiesta 1.4 TDCi Comfort,1.4 TDCi Comfort
Ford,15/02/2021,Yeşilyurt/Merkez,1300 cc ve altı,Bilmiyorum,Galeriden,Dizel,Düz Vites,219000,Fiesta,2007,62500,FORD FİESTA 1.4TDCİ 2007 MODEL YENİ KASA ÇOK TEMİZ BAKIMLI Ford Fiesta 1.4 TDCi Comfort,1.4 TDCi Comfort
Ford,15/02/2021,Gebze/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,195000,Fiesta,2006,59500,BÖYLESİ YOK EMSALİ YOK DEĞİŞEN YOK HASAR KAYDI YOK Ford Fiesta 1.4 TDCi Collection,1.4 TDCi Collection
Ford,15/02/2021,Merkez/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,145000,Focus,2015,180000,2015 FORD FOCUS DİZEL OTOMATİK HATASIZ Ford Focus 1.5 TDCi Titanium,1.5 TDCi Titanium
Ford,15/02/2021,Kocasinan/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,45000,Fiesta,2017,155000,ALJ FİNANS TEBTECELEM VDF KOÇ FİNANS KUVEYTTÜRK ARAÇ KREDİSİ Ford Fiesta 1.5 TDCi Trend X,1.5 TDCi Trend X
Ford,15/02/2021,,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,100000,Focus,2016,168000,2016 FORD FOCUS TREND X DİZEL OTOMATİK BAKIMLI Ford Focus 1.5 TDCi Trend X,1.5 TDCi Trend X
Ford,15/02/2021,Avcılar/Firuzköy,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,89000,Focus,2017,173900,SUA OTOMOTİVDEN FORD FOCUS 2017 GÖRÜLMEYE DEĞER Ford Focus 1.6 TDCi Trend X,1.6 TDCi Trend X
Ford,15/02/2021,Merkez/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,280000,Fiesta,2011,72000,BARIŞ AUTO DAN.....EXTRALI TİTANIUM GÖRÜNÜMLÜ FİESTA.... Ford Fiesta 1.4 TDCi Trend,1.4 TDCi Trend
Ford,15/02/2021,Merkez/Merkez,1300 cc ve altı,Bilmiyorum,Galeriden,Benzin,Otomatik Vites,0,Puma,2020,249500,2020 model SIFIR KM PUMA OTOMATIK VİTES Ford Puma 1.0 EcoBoost Style,Diğer
Ford,15/02/2021,Avcılar,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,49000,Focus,2017,216950,CİVAN SADECE 49.000KM  2017 FOCUS OTOMATİK BOYASIZ TİTANİUM Ford Focus 1.5 TDCi Titanium,1.5 TDCi Titanium
Ford,15/02/2021,Maltepe/İdealtepe,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,120000,Focus,2016,166400,ADALI dan HATASIZ FORD FOCUS   48AY KREDİ    30 PEŞİN 36 AY VADE Ford Focus 1.5 TDCi Trend X,1.5 TDCi Trend X
Ford,15/02/2021,,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,112700,Kuga,2017,242500,MARS CAR 2017 DİZEL OTOMATİK KUGA Ford Kuga 1.5 TDCI Style,1.5 TDCI Style
Ford,15/02/2021,,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Otomatik Vites,13029,Focus,2020,222500,2020 MODEL MARS CAR  DAN FOCUS TREND X Ford Focus 1.5 Ti-VCT Trend X,1.5 Ti-VCT Trend X
Ford,15/02/2021,Merkez/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,77000,Focus,2016,216000,YOK BÖYLESİ...SIFIRDAN FARKI MODELİ... Ford Focus 1.5 TDCi Titanium,1.5 TDCi Titanium
Ford,15/02/2021,Birecik/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,280000,Focus,2011,93000,ÖZŞAHİN DEN 2011 model focus Ford Focus 1.6 TDCi Trend X,1.6 TDCi Trend X
Ford,15/02/2021,Bağcılar/Bağcılar,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,114000,Fiesta,2013,117500,LED PAKET ÇİFT RENK TİTANİUM X 1.5 TDCİ BAKIMLI Ford Fiesta 1.5 TDCi Titanium X,Diğer
Ford,15/02/2021,Eyüp/Göktürk,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,240000,Focus,2013,92900,PAZAR OTO 2013 MODEL TEMİS FORD FOCUS 1.6 TDCİ STYLE 240.KM DE Ford Focus 1.6 TDCi Style,1.6 TDCi Style
Ford,15/02/2021,Merkez/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,104000,Focus,2017,179900,BOYASIZ çiziksiz 2017-18 çıkış trend x ilk elden 1.5 tdci 120 bg Ford Focus 1.5 TDCi Trend X,1.5 TDCi Trend X
Ford,15/02/2021,Merkez/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Yarı Otomatik Vites,30000,Fiesta,2017,161900,HATASIZ 2017 1.6 TREND X TAM OTOMATIK 30 BINDE  1 YIL GARANTILI FORD FIESTA 1.6 TI-VCT TREND X,1.6 Ti-VCT Trend X
Ford,15/02/2021,Şehitkamil/Beylerbeyi,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,195000,Focus,2016,149900,NECATİ OTO DAN 2016 FORD FOCUS 1.5 TDCİ TREND X POWERSHİFT Ford Focus 1.5 TDCi Trend X,1.5 TDCi Trend X
Ford,15/02/2021,Merkez/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,299000,Focus,2001,64900,2001 FORD FOCUS 1.6 COMFORT LPG   KLİMA MOTORU SIFIR Ford Focus 1.6 Comfort,1.6 Comfort
Ford,15/02/2021,Merkez/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,99000,Focus,2017,179900,BOYASIZ hasarsız 2018 çıkış trend x ilk elden 1.5 tdci 120 bg Ford Focus 1.5 TDCi Trend X,1.5 TDCi Trend X
Ford,15/02/2021,Ümraniye/Ihlamurkuyu,2001-2500 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,86000,Ranger,2015,245000,2015 FORD 4 2 OTOMATİK VİTES 86 BİNDE HATASIZ BOYASIZ Ford Ranger 2.2 TDCi XLT,2.2 TDCi XLT
Ford,15/02/2021,Beylikdüzü/Beylikdüzü,1801-2000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,31000,Ranger,2019,449950,İCON AUTO - HATASIZ 31.000 KM 4x4 2.0 Ecoblue WILDTRAK 10 İLERİ Ford Ranger 2.0 EcoBlue 4x4 Wild Trak,Diğer
Ford,15/02/2021,Bağcılar/Bağcılar,2001-2500 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,68000,Ranger,2017,439900,2018 ÇIKIŞLI EMSALSİZ EXTRALI HATASIZ 130.000 NAKİT 36 AY SENET Ford Ranger 2.2 TDCi XLT,2.2 TDCi XLT
Ford,15/02/2021,Ataşehir/Kayışdağı,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,117000,Focus,2017,178750,PEŞİNATSIZ  TAMAMINA KREDİLİ 2017 FORD FOCUS 1.5TDCi TITANIUM   Ford Focus 1.5 TDCi Titanium,1.5 TDCi Titanium
Ford,15/02/2021,Ataşehir/Kayışdağı,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,109000,Focus,2017,178750,PEŞİNATSIZ  TAMAMINA KREDİLİ 2017 FORD FOCUS 1.5TDCi TITANIUM   Ford Focus 1.5 TDCi Titanium,1.5 TDCi Titanium
Ford,15/02/2021,Kadıköy/Göztepe,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,101482,Focus,2015,192500,2015 FOCUS 1.6 TDCI TITANIUM CRUİSE PARKSENSÖRÜ STARTSTOP HATASZ Ford Focus 1.6 TDCi Titanium,1.6 TDCi Titanium
Ford,15/02/2021,Maltepe/Cevizli,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Yarı Otomatik Vites,135375,B-Max,2013,114750,2013 MODEL B-MAX 1.6 TREND POWERSHİFT-KREDİ TAKAS İMKANI   Ford B-Max 1.6 Trend,1.6 Trend
Ford,15/02/2021,Toroslar/Toroslar,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,290000,Focus,2001,66750,2001 MODEL FORD FOCUS 1.6 AMBİANTE Ford Focus 1.6 Ambiente,1.6 Ambiente
Ford,15/02/2021,Yenimahalle/Yenimahalle,1301-1600 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,260000,Focus,2000,66900,ALTINTAŞ TAN 2000 MODEL FOCUS 1.6 GHİA SEDAN MANUEL HATASIZ 2.EL Ford Focus 1.6 Ghia,1.6 Ghia
Ford,15/02/2021,,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Yarı Otomatik Vites,110000,B-Max,2015,141500,B G MOTORS DAN HATASIZ 2015 B-MAX OTOMATİK PEŞİNAT 43.000 Ford B-Max 1.6 Trend,1.6 Trend
Ford,15/02/2021,,1801-2000 cc,Bilmiyorum,Galeriden,Dizel,Otomatik Vites,29000,Ranger,2019,332500,2019 RENGER 2.0 EcoBlue 4X2 XLT  18 FATURALI ANINDA KREDİ Ford Ranger 2.0 EcoBlue 4x2 XLT,2.0 EcoBlue 4x2 XLT
Ford,15/02/2021,Maltepe/Merkez,1301-1600 cc,Bilmiyorum,Galeriden,Benzin,Yarı Otomatik Vites,62000,Focus,2013,144500,0ZAN 0T0-TRDE TEK 62.000 KMDE FOCUS TREND-X PAKET EMSALSİZ Ford Focus 1.6 Ti-VCT Trend X,1.6 Ti-VCT Trend X
Ford,15/02/2021,,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Yarı Otomatik Vites,128000,Focus,2017,177750,TEKİNDAĞ OTO Ford Focus 1.5 TDCi Trend X,1.5 TDCi Trend X
Ford,15/02/2021,Ereğli/Ereğli,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,170500,Focus,2015,149900,FORD FOCUS 1.6 TDCİ TRENT X PAKET Ford Focus 1.6 TDCi Trend X,1.6 TDCi Trend X
Ford,14/02/2021,Mamak/Akdere,Bilmiyorum,Bilmiyorum,Sahibinden,Benzin/LPG,Düz Vites,225000,Escort,1997,30500,MASRAFSIZ AILE ARACI,1.6 CL
Ford,14/02/2021,Buca/Buca,1301-1600 cc,101-125 BG,Sahibinden,Benzin/LPG,Düz Vites,37000,Focus,2011,135000,2011 FORD FOCUS 37000 KM DE.,1.6 Comfort
Ford,14/02/2021,Avcılar/Avcılar,1301-1600 cc,101-125 BG,Galeriden,Dizel,Düz Vites,219000,Focus,2007,82500,UĞUR DAN 2007 FOCUS SEDAN GHİA DÜZ VİTES D.KLİMA VADE İMKANI FORD FOCUS 1.6 TDCI GHIA,1.6 TDCi Ghia
Ford,14/02/2021,Avcılar/Avcılar,1301-1600 cc,100 BG ve altı,Galeriden,Benzin,Otomatik Vites,27000,Fiesta,2011,142500,UĞUR DAN FİESTA TİTANİUM X İLK EL DEN TAM OTOMATİK KREDİ İMKANI FORD FIESTA 1.4 TITANIUM,1.4 Titanium
Ford,14/02/2021,Çekmeköy/Taşdelen,1301-1600 cc,51-75 BG,Sahibinden,Dizel,Düz Vites,150977,Fiesta,2013,103000,SAHİBİNDEN FORD FIESTA 2013 - BU FİYATA BÖYLESİ YOK,1.5 TDCi Trend
Ford,14/02/2021,Şehitkamil/Atatürk,1301-1600 cc,51-75 BG,Sahibinden,Benzin/LPG,Düz Vites,47000,Taunus,1989,25500,89 MODEL TAUNUS 1.6 S KUSURSUZZ,1.6 S
Ford,14/02/2021,Ümraniye/Ihlamurkuyu,1601-1800 cc,101-125 BG,Sahibinden,Benzin,Düz Vites,104000,Focus,2017,154000,ACİLL  ILK SAHIBINDEN İK 2017 MODEL FORD FOCUC SERVIS BAKIMLI GARANTILI HATASIZ,1.6 Ti-VCT Trend X
Ford,14/02/2021,,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,140000,Focus,2014,151500,2014 FOCUS TREND X   MAKYAJLI KASA  HATASIZ  TEMİZ ARAÇ   Ford Focus 1.6 TDCi Trend X,1.6 TDCi Trend X
Ford,15/02/2021,Merkez/Merkez,1300 cc ve altı,51-75 BG,Sahibinden,Benzin,Düz Vites,88150,Fiesta,1997,34500,ARACIMIZ 1997 MODEL FORD FIESTA FLAIR MODELIDIR. KLIMALI VE KLIMASI FAALDIR,1.25 Flair
Ford,15/02/2021,Merkez/Merkez,1301-1600 cc,101-125 BG,Sahibinden,Dizel,Otomatik Vites,95000,Kuga,2017,275000,ACİL SATILIK SAHİBİNDEN KAZASIZ  BOYASIZ  SERVİS BAKIMLI OTOMATİK,1.5 TDCI Titanium
Ford,15/02/2021,Kocasinan/Merkez,1301-1600 cc,76-100 BG,Galeriden,Dizel,Düz Vites,217000,Fiesta,2004,56500,MOTORU SIFIR HASAR KAYITSIZ 2004 FORD FİESTA 1 4TDCİ COMFORT,1.4 TDCi Comfort
Ford,15/02/2021,Kocasinan/Merkez,1301-1600 cc,76-100 BG,Galeriden,Benzin/LPG,Düz Vites,212000,Fusion,2005,70000,FULL ÖZELLİKLİ DEĞİŞENSİZ LPGLİ 2005 FORD FUSİON 1 6 LUX,1.6 Lux
Ford,15/02/2021,,1301-1600 cc,101-125 BG,Yetkili Bayiden,Benzin/LPG,Düz Vites,175000,Focus,2008,96000,FORD FOCUS 1.6 COLLECTION,1.6 Collection
Ford,15/02/2021,Keçiören/Esertepe/Yayla,1301-1600 cc,126-150 BG,Sahibinden,Benzin/LPG,Düz Vites,255000,Mondeo,2008,110000,MEMURDAN TERTEMIZ MONDEO,1.6 Trend
Ford,15/02/2021,Merkez/Siteler,1801-2000 cc,Bilmiyorum,Galeriden,Benzin/LPG,Düz Vites,416000,Mondeo,1998,37000,1998 MODEL FORD MONDEO 2.0 GHİA-LPG Lİ,2.0 Ghia
Ford,15/02/2021,Bağcılar,1301-1600 cc,Bilmiyorum,Galeriden,Dizel,Düz Vites,128000,Focus,2013,136950,ULAŞ AUTO DAN 2013 FORD FOCUS 1.6 TCDİ STYLE PARK ASİSTANI Ford Focus 1.6 TDCi Style,1.6 TDCi Style
Ford,11/02/2021,Mamak/Kayaş,1601-1800 cc,376-400 BG,Sahibinden,Benzin/LPG,Düz Vites,190000,Fiesta,2001,37500,SABIHINDE  SATILIK  IHTIYAÇ DOLAYI,1.25 Flair
Ford,11/02/2021,Marmaraereğlisi/Marmaraereğlisi,1301-1600 cc,101-125 BG,Sahibinden,Dizel,Yarı Otomatik Vites,180000,Focus,2015,180000,SAHIBINDEN OTOMATIK TITANIUM   ADAPTIF BI-XENON   TEKNO PAKET,1.5 TDCi Titanium
Ford,11/02/2021,Merkez/Merkez,1301-1600 cc,101-125 BG,Sahibinden,Benzin/LPG,Otomatik Vites,149000,Focus,2013,138500,ÖĞRETMENDEN SERVİS BAKIMLI EMSALSİZ,1.6 Ti-VCT Style
